data_dir_root: /home/jzf/Tasks__Gestures_Classification/3DCDC-NAS/Dataset
dataset_splits: /home/jzf/Tasks__Gestures_Classification/3DCDC-NAS/dataset_splits
init_model: /home/jzf/Tasks__Gestures_Classification/3DCDC-NAS/AutoGesture/checkpoints/epoch26-MK-valid_0.6004-test_0.6224.pth
visname: AutoGesture_AUG_RGBD
num_classes: 249
batch_size: 2
testing_batch_size: 16
num_workers: 4
learning_rate: 0.01
momentum: 0.9
weight_decay: 5e-05
init_epochs: 0
max_epochs: 5
print_freq: 5
pretrain: True
sample_duration: 32
init_channels8: 48
init_channels16: 32
init_channels32: 16
layers: 12
====================
load from AutoGesture_RGBD_Con_shared_DiffChannels
Load state dict...
init.xavier_normal_(model.classifier.weight)
Load module Finished
====================
Start load Data...
Load <IsoGD>  Dataset!
====================
Start training...
 Training [ 0/ 5,    4/ 190] 	 Loss: 5.6918(5.5206) 	 [datatime: 0.695] 	 [batchtime: 1.781] 	 @05.01 20:36:31
 Training [ 4/ 5,   39/ 190] 	 Loss: 3.6568(3.8029) 	 [datatime: 1.065] 	 [batchtime: 2.389] 	 @05.01 20:48:46
 Training [ 4/ 5,   44/ 190] 	 Loss: 4.9693(3.8191) 	 [datatime: 1.052] 	 [batchtime: 2.331] 	 @05.01 20:48:55
 Training [ 4/ 5,   49/ 190] 	 Loss: 3.2883(3.7658) 	 [datatime: 1.063] 	 [batchtime: 2.368] 	 @05.01 20:49:09
 Training [ 4/ 5,   54/ 190] 	 Loss: 4.3255(3.8339) 	 [datatime: 1.064] 	 [batchtime: 2.356] 	 @05.01 20:49:20
 Training [ 4/ 5,   59/ 190] 	 Loss: 2.0248(3.7308) 	 [datatime: 1.058] 	 [batchtime: 2.341] 	 @05.01 20:49:31
 Training [ 4/ 5,   64/ 190] 	 Loss: 5.9716(3.8153) 	 [datatime: 1.060] 	 [batchtime: 2.339] 	 @05.01 20:49:42
 Training [ 4/ 5,   69/ 190] 	 Loss: 4.1466(3.8326) 	 [datatime: 1.058] 	 [batchtime: 2.354] 	 @05.01 20:49:55
 Training [ 4/ 5,   74/ 190] 	 Loss: 2.8848(3.7868) 	 [datatime: 1.075] 	 [batchtime: 2.381] 	 @05.01 20:50:09
 Training [ 4/ 5,   79/ 190] 	 Loss: 0.8025(3.7138) 	 [datatime: 1.081] 	 [batchtime: 2.394] 	 @05.01 20:50:22
 Training [ 4/ 5,   84/ 190] 	 Loss: 4.6124(3.7517) 	 [datatime: 1.086] 	 [batchtime: 2.412] 	 @05.01 20:50:36
 Training [ 4/ 5,   89/ 190] 	 Loss: 4.0349(3.7682) 	 [datatime: 1.100] 	 [batchtime: 2.422] 	 @05.01 20:50:49
 Training [ 4/ 5,   94/ 190] 	 Loss: 3.5040(3.7799) 	 [datatime: 1.088] 	 [batchtime: 2.407] 	 @05.01 20:51:00
 Training [ 4/ 5,   99/ 190] 	 Loss: 4.5161(3.7582) 	 [datatime: 1.087] 	 [batchtime: 2.415] 	 @05.01 20:51:12
 Training [ 4/ 5,  104/ 190] 	 Loss: 4.7422(3.7579) 	 [datatime: 1.066] 	 [batchtime: 2.376] 	 @05.01 20:51:20
 Training [ 4/ 5,  109/ 190] 	 Loss: 3.6254(3.7692) 	 [datatime: 1.049] 	 [batchtime: 2.363] 	 @05.01 20:51:30
 Training [ 4/ 5,  114/ 190] 	 Loss: 2.8303(3.7727) 	 [datatime: 1.040] 	 [batchtime: 2.346] 	 @05.01 20:51:40
 Training [ 4/ 5,  119/ 190] 	 Loss: 4.1903(3.8038) 	 [datatime: 1.033] 	 [batchtime: 2.335] 	 @05.01 20:51:51
 Training [ 4/ 5,  124/ 190] 	 Loss: 4.5281(3.8365) 	 [datatime: 1.029] 	 [batchtime: 2.332] 	 @05.01 20:52:02
 Training [ 4/ 5,  129/ 190] 	 Loss: 4.2755(3.8762) 	 [datatime: 1.040] 	 [batchtime: 2.349] 	 @05.01 20:52:16
 Training [ 4/ 5,  134/ 190] 	 Loss: 5.4830(3.9403) 	 [datatime: 1.043] 	 [batchtime: 2.352] 	 @05.01 20:52:28
 Training [ 4/ 5,  139/ 190] 	 Loss: 2.7652(3.9631) 	 [datatime: 1.044] 	 [batchtime: 2.359] 	 @05.01 20:52:41
 Training [ 4/ 5,  144/ 190] 	 Loss: 3.4354(3.9682) 	 [datatime: 1.049] 	 [batchtime: 2.376] 	 @05.01 20:52:55
 Training [ 4/ 5,  149/ 190] 	 Loss: 2.8539(3.9833) 	 [datatime: 1.046] 	 [batchtime: 2.393] 	 @05.01 20:53:10
 Training [ 4/ 5,  154/ 190] 	 Loss: 5.5232(4.0080) 	 [datatime: 1.043] 	 [batchtime: 2.415] 	 @05.01 20:53:25
 Training [ 4/ 5,  159/ 190] 	 Loss: 4.3294(3.9981) 	 [datatime: 1.041] 	 [batchtime: 2.421] 	 @05.01 20:53:38
 Training [ 4/ 5,  164/ 190] 	 Loss: 2.6142(4.0018) 	 [datatime: 1.045] 	 [batchtime: 2.423] 	 @05.01 20:53:51
 Training [ 4/ 5,  169/ 190] 	 Loss: 3.4598(4.0307) 	 [datatime: 1.041] 	 [batchtime: 2.407] 	 @05.01 20:54:00
 Training [ 4/ 5,  174/ 190] 	 Loss: 5.6622(4.0246) 	 [datatime: 1.040] 	 [batchtime: 2.399] 	 @05.01 20:54:10
 Training [ 4/ 5,  179/ 190] 	 Loss: 2.6129(3.9898) 	 [datatime: 1.036] 	 [batchtime: 2.389] 	 @05.01 20:54:21
 Training [ 4/ 5,  184/ 190] 	 Loss: 4.6586(4.0164) 	 [datatime: 1.032] 	 [batchtime: 2.384] 	 @05.01 20:54:31
 Training [ 4/ 5,  189/ 190] 	 Loss: 5.7283(4.0433) 	 [datatime: 1.028] 	 [batchtime: 2.377] 	 @05.01 20:54:42
Validation...
 Validing [ 4/ 5,    4/  47], Loss 6.5420(6.9847), Acc: 0.0625 	 time: @05.01 20:55:00
 Validing [ 4/ 5,    9/  47], Loss 7.0865(7.2709), Acc: 0.0813 	 time: @05.01 20:55:14
 Validing [ 4/ 5,   14/  47], Loss 7.6640(7.1414), Acc: 0.0958 	 time: @05.01 20:55:28
 Validing [ 4/ 5,   19/  47], Loss 6.7117(7.0901), Acc: 0.1094 	 time: @05.01 20:55:42
 Validing [ 4/ 5,   24/  47], Loss 8.2553(7.2526), Acc: 0.0975 	 time: @05.01 20:55:57
 Validing [ 4/ 5,   29/  47], Loss 7.7722(7.2023), Acc: 0.1042 	 time: @05.01 20:56:12
 Validing [ 4/ 5,   34/  47], Loss 4.9575(7.1042), Acc: 0.1089 	 time: @05.01 20:56:31
 Validing [ 4/ 5,   39/  47], Loss 6.4609(7.0414), Acc: 0.1109 	 time: @05.01 20:56:52
 Validing [ 4/ 5,   44/  47], Loss 8.5191(7.0112), Acc: 0.1097 	 time: @05.01 20:57:14
Testing...
 Testing [ 4/ 5,    4/  12], Acc: 0.1250 	 time: @05.01 20:57:51
 Testing [ 4/ 5,    9/  12], Acc: 0.0813 	 time: @05.01 20:58:12
Training finished in time: @05.01 20:58:22
